fecha,video_id,titulo,provider,operation,units,coste
2026-07-27,,"",openrouter,idea_writeup,704,0.001034
2026-07-27,,"",openrouter,idea_writeup,666,0.000938
2026-07-27,,"",openrouter,idea_writeup,741,0.001085
2026-07-27,,"",openrouter,idea_writeup,682,0.000969
2026-07-27,,"",openrouter,idea_writeup,731,0.001075
2026-07-27,,"",openrouter,idea_writeup,712,0.001030
2026-07-27,,"",openrouter,idea_writeup,715,0.001045
2026-07-27,,"",openrouter,idea_writeup,735,0.001078
2026-07-27,,"",openrouter,idea_writeup,569,0.000737
2026-07-27,,"",openrouter,idea_writeup,664,0.000934
2026-07-27,,"",openrouter,idea_writeup,582,0.000765
2026-07-27,,"",openrouter,idea_writeup,810,0.001228
2026-07-27,,"",openrouter,idea_writeup,774,0.001135
2026-07-27,,"",openrouter,idea_writeup,648,0.000888
2026-07-27,,"",openrouter,idea_writeup,694,0.000959
2026-07-27,,"",openrouter,idea_writeup,661,0.000934
2026-07-27,,"",openrouter,idea_writeup,647,0.000893
2026-07-27,,"",openrouter,idea_writeup,775,0.001163
2026-07-27,,"",openrouter,idea_writeup,648,0.000839
2026-07-27,,"",openrouter,idea_writeup,617,0.000826
2026-07-27,,"",openrouter,idea_writeup,676,0.000960
2026-07-27,,"",openrouter,idea_writeup,602,0.000810
2026-07-27,,"",openrouter,idea_writeup,708,0.001015
2026-07-27,,"",openrouter,idea_writeup,655,0.000911
2026-07-27,,"",openrouter,idea_writeup,713,0.001060
2026-07-27,,"",openrouter,idea_writeup,782,0.001191
2026-07-27,,"",openrouter,idea_writeup,655,0.000927
2026-07-27,,"",openrouter,idea_writeup,620,0.000864
2026-07-27,,"",openrouter,idea_writeup,768,0.001148
2026-07-27,,"",openrouter,idea_writeup,671,0.000964
2026-07-27,,"",openrouter,idea_writeup,763,0.001146
2026-07-27,,"",openrouter,idea_writeup,590,0.000781
2026-07-27,,"",openrouter,idea_writeup,709,0.001010
2026-07-27,,"",openrouter,idea_writeup,706,0.001018
2026-07-27,,"",openrouter,idea_writeup,655,0.000906
2026-07-27,,"",openrouter,idea_writeup,686,0.000977
2026-07-28,,"",openrouter,idea_writeup,634,0.000894
2026-07-28,,"",openrouter,idea_writeup,672,0.000961
2026-07-28,,"",openrouter,idea_writeup,665,0.000949
2026-07-28,,"",openrouter,idea_writeup,677,0.000959
2026-07-28,,"",openrouter,idea_writeup,598,0.000801
2026-07-28,,"",openrouter,idea_writeup,605,0.000806
2026-07-28,,"",openrouter,idea_writeup,709,0.001019
2026-07-28,,"",openrouter,idea_writeup,675,0.000958
2026-07-28,,"",openrouter,idea_writeup,657,0.000908
2026-07-28,,"",openrouter,idea_writeup,581,0.000795
2026-07-28,,"",openrouter,idea_writeup,601,0.000822
2026-07-28,,"",openrouter,idea_writeup,761,0.001123
2026-07-28,,"",openrouter,idea_writeup,696,0.001011
2026-07-28,,"",openrouter,idea_writeup,646,0.000893
2026-07-28,,"",openrouter,idea_writeup,528,0.000669
2026-07-28,,"",openrouter,idea_writeup,706,0.001029
2026-07-28,,"",openrouter,idea_writeup,563,0.000741
2026-07-28,,"",openrouter,idea_writeup,765,0.001145
2026-07-28,,"",openrouter,idea_writeup,609,0.000830
2026-07-28,,"",openrouter,idea_writeup,669,0.000953
2026-07-28,,"",openrouter,idea_writeup,665,0.000931
2026-07-28,,"",openrouter,idea_writeup,679,0.000950
2026-07-28,,"",openrouter,idea_writeup,645,0.000893
2026-07-28,,"",openrouter,idea_writeup,576,0.000753
2026-07-28,,"",openrouter,idea_writeup,680,0.000963
2026-07-28,,"",openrouter,idea_writeup,681,0.000961
2026-07-28,,"",openrouter,idea_writeup,705,0.000999
2026-07-28,,"",openrouter,idea_writeup,684,0.000966
2026-07-28,,"",openrouter,idea_writeup,691,0.000967
2026-07-28,,"",openrouter,idea_writeup,617,0.000839
2026-07-28,,"",openrouter,idea_writeup,751,0.001094
2026-07-28,,"",openrouter,idea_writeup,681,0.000979
2026-07-28,,"",openrouter,idea_writeup,621,0.000841
2026-07-28,,"",openrouter,idea_writeup,820,0.001250
2026-07-28,,"",openrouter,idea_writeup,683,0.000985
2026-07-28,,"",openrouter,idea_writeup,693,0.001001
2026-07-28,,"",openrouter,idea_writeup,667,0.000960
2026-07-28,,"",openrouter,idea_writeup,716,0.001045
2026-07-28,,"",openrouter,idea_writeup,615,0.000800
2026-07-28,,"",openrouter,idea_writeup,614,0.000834
2026-07-28,,"",openrouter,idea_writeup,750,0.001103
2026-07-28,,"",openrouter,idea_writeup,863,0.001331
2026-07-28,,"",openrouter,idea_writeup,632,0.000869
2026-07-28,,"",openrouter,idea_writeup,684,0.000966
2026-07-28,,"",openrouter,idea_writeup,653,0.000912
2026-07-28,,"",openrouter,idea_writeup,659,0.000923
2026-07-28,,"",openrouter,idea_writeup,563,0.000732
2026-07-28,,"",openrouter,idea_writeup,756,0.001094
2026-07-28,,"",openrouter,idea_writeup,653,0.000918
2026-07-28,,"",openrouter,idea_writeup,596,0.000797
2026-07-28,,"",openrouter,idea_writeup,598,0.000780
2026-07-28,,"",openrouter,idea_writeup,589,0.000760
2026-07-28,,"",openrouter,idea_writeup,762,0.001137
2026-07-28,,"",openrouter,idea_writeup,750,0.001108
2026-07-28,,"",openrouter,idea_writeup,862,0.001350
2026-07-28,,"",openrouter,idea_writeup,695,0.000995
2026-07-28,,"",openrouter,idea_writeup,790,0.001171
2026-07-28,,"",openrouter,idea_writeup,682,0.000967
2026-07-28,,"",openrouter,idea_writeup,591,0.000792
2026-07-28,,"",openrouter,idea_writeup,653,0.000921
2026-07-28,,"",openrouter,idea_writeup,623,0.000872
2026-07-28,,"",openrouter,idea_writeup,815,0.001233
2026-07-28,,"",openrouter,idea_writeup,559,0.000710
2026-07-28,,"",openrouter,idea_writeup,537,0.000684
2026-07-28,,"",openrouter,idea_writeup,671,0.000896
2026-07-28,,"",openrouter,idea_writeup,648,0.000922
2026-07-28,,"",openrouter,idea_writeup,675,0.000934
2026-07-28,,"",openrouter,idea_writeup,687,0.000958
2026-07-28,,"",openrouter,idea_writeup,772,0.001084
2026-07-28,,"",openrouter,idea_writeup,595,0.000789
2026-07-28,,"",openrouter,idea_writeup,782,0.001144
2026-07-28,,"",openrouter,idea_writeup,668,0.000939
2026-07-28,,"",openrouter,idea_writeup,819,0.001241
2026-07-28,,"",openrouter,idea_writeup,598,0.000815
2026-07-28,,"",openrouter,idea_writeup,592,0.000778
2026-07-28,,"",openrouter,idea_writeup,658,0.000915
2026-07-28,,"",openrouter,idea_writeup,646,0.000902
2026-07-28,,"",openrouter,idea_writeup,707,0.001005
2026-07-28,,"",openrouter,idea_writeup,578,0.000682
2026-07-28,,"",openrouter,idea_writeup,722,0.001054
2026-07-28,,"",openrouter,idea_writeup,675,0.000974
2026-07-28,,"",openrouter,idea_writeup,697,0.000979
2026-07-28,,"",openrouter,idea_writeup,649,0.000885
2026-07-28,,"",openrouter,idea_writeup,640,0.000871
2026-07-28,,"",openrouter,idea_writeup,683,0.000978
2026-07-28,,"",openrouter,idea_writeup,680,0.000963
2026-07-28,,"",openrouter,idea_writeup,623,0.000821
2026-07-28,,"",openrouter,idea_writeup,645,0.000884
2026-07-28,,"",openrouter,idea_writeup,1131,0.001846
2026-07-28,,"",openrouter,idea_writeup,679,0.000950
2026-07-28,,"",openrouter,idea_writeup,597,0.000800
2026-07-28,,"",openrouter,idea_writeup,558,0.000719
2026-07-28,,"",openrouter,idea_writeup,725,0.001058
2026-07-28,,"",openrouter,idea_writeup,671,0.000919
2026-07-28,,"",openrouter,idea_writeup,807,0.001217
2026-07-28,,"",openrouter,idea_writeup,839,0.001279
2026-07-28,,"",openrouter,idea_writeup,644,0.000912
2026-07-28,,"",openrouter,idea_writeup,644,0.000919
2026-07-28,,"",openrouter,idea_writeup,664,0.000952
2026-07-28,,"",openrouter,idea_writeup,659,0.000914
2026-07-28,,"",openrouter,idea_writeup,693,0.000985
2026-07-28,,"",openrouter,idea_writeup,1003,0.001602
2026-07-28,,"",openrouter,idea_writeup,684,0.000946
2026-07-28,,"",openrouter,idea_writeup,669,0.000916
2026-07-28,,"",openrouter,idea_writeup,531,0.000647
2026-07-28,,"",openrouter,idea_writeup,686,0.000940
2026-07-28,,"",openrouter,idea_writeup,577,0.000746
2026-07-28,,"",openrouter,idea_writeup,603,0.000800
2026-07-28,,"",openrouter,idea_writeup,672,0.000959
2026-07-28,,"",openrouter,idea_writeup,578,0.000768
2026-07-28,,"",openrouter,idea_writeup,695,0.001012
2026-07-28,,"",openrouter,idea_writeup,691,0.000974
2026-07-28,,"",openrouter,idea_writeup,867,0.001337
2026-07-28,,"",openrouter,idea_writeup,661,0.000923
2026-07-28,,"",openrouter,idea_writeup,695,0.000972
2026-07-28,,"",openrouter,idea_writeup,646,0.000890
2026-07-28,,"",openrouter,idea_writeup,659,0.000914
2026-07-28,,"",openrouter,idea_writeup,642,0.000875
2026-07-28,,"",openrouter,idea_writeup,696,0.001002
2026-07-28,,"",openrouter,idea_writeup,697,0.001023
2026-07-28,,"",openrouter,idea_writeup,592,0.000801
2026-07-28,,"",openrouter,idea_writeup,550,0.000685
2026-07-28,,"",openrouter,idea_writeup,776,0.001148
2026-07-28,,"",openrouter,idea_writeup,654,0.000860
2026-07-28,,"",openrouter,idea_writeup,582,0.000772
2026-07-28,,"",openrouter,idea_writeup,692,0.000994
2026-07-28,,"",openrouter,idea_writeup,566,0.000723
2026-07-28,,"",openrouter,idea_writeup,601,0.000807
2026-07-28,,"",openrouter,idea_writeup,645,0.000884
2026-07-28,,"",openrouter,idea_writeup,779,0.001143
2026-07-28,,"",openrouter,idea_writeup,803,0.001218
2026-07-28,,"",openrouter,idea_writeup,701,0.001003
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,research,1732,0.002575
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,script,4143,0.005990
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,refine,2884,0.003544
2026-07-28,,"",openrouter,idea_writeup,645,0.000900
2026-07-28,,"",openrouter,idea_writeup,681,0.000956
2026-07-28,,"",openrouter,idea_writeup,631,0.000879
2026-07-28,,"",openrouter,idea_writeup,629,0.000871
2026-07-28,,"",openrouter,idea_writeup,776,0.001160
2026-07-28,,"",openrouter,idea_writeup,558,0.000700
2026-07-28,,"",openrouter,idea_writeup,689,0.000991
2026-07-28,,"",openrouter,idea_writeup,770,0.001148
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,judge,783,0.000985
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,edge-tts,tts,6703,0.000000
2026-07-28,,"",openrouter,idea_writeup,533,0.000690
2026-07-28,,"",openrouter,idea_writeup,632,0.000870
2026-07-28,,"",openrouter,idea_writeup,705,0.001027
2026-07-28,,"",openrouter,idea_writeup,567,0.000763
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pixabay,search,1,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,pexels,search,2,0.000000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,8,0.004000
2026-07-28,OZmRIqZ2w_qwyAg_RYLDh,Por qué la inversión en IA está rotando hacia nuevas capas,openrouter,vlm_caption,0,0.000000
2026-07-28,,"",openrouter,idea_writeup,807,0.001212
2026-07-28,,"",openrouter,idea_writeup,595,0.000784
2026-07-28,,"",openrouter,idea_writeup,615,0.000856
2026-07-28,,"",openrouter,idea_writeup,676,0.000962
2026-07-28,,"",openrouter,idea_writeup,748,0.001095
2026-07-28,,"",openrouter,idea_writeup,812,0.001230
2026-07-28,,"",openrouter,idea_writeup,622,0.000863
2026-07-28,,"",openrouter,idea_writeup,699,0.001008
2026-07-28,,"",openrouter,idea_writeup,836,0.001287
2026-07-28,,"",openrouter,idea_writeup,657,0.000927
2026-07-28,,"",openrouter,idea_writeup,639,0.000890
2026-07-28,,"",openrouter,idea_writeup,658,0.000919
2026-07-28,,"",openrouter,idea_writeup,815,0.001256
2026-07-28,,"",openrouter,idea_writeup,759,0.001133
2026-07-28,,"",openrouter,idea_writeup,706,0.001036
2026-07-28,,"",openrouter,idea_writeup,856,0.001329
2026-07-28,,"",openrouter,idea_writeup,701,0.001028
2026-07-28,,"",openrouter,idea_writeup,722,0.001057
2026-07-28,,"",openrouter,idea_writeup,755,0.001134
2026-07-28,,"",openrouter,idea_writeup,700,0.000985
2026-07-28,,"",openrouter,idea_writeup,628,0.000857
2026-07-28,,"",openrouter,idea_writeup,653,0.000902
2026-07-28,,"",openrouter,idea_writeup,607,0.000819
2026-07-28,,"",openrouter,idea_writeup,835,0.001287
2026-07-28,,"",openrouter,idea_writeup,733,0.001078
2026-07-28,,"",openrouter,idea_writeup,661,0.000911
2026-07-28,,"",openrouter,idea_writeup,685,0.000957
2026-07-28,,"",openrouter,idea_writeup,673,0.000940
2026-07-28,,"",openrouter,idea_writeup,741,0.001074
